,,,,,,,,,,,,,delivery,,,,eval points,,,,,
3fd178ad-85d0-4f86-91ff-dda5444973a7,,,,"can explain what is meant by ""refactoring""",,,,,,,,,,,,,,,,,,
e571422a-4423-491e-a81c-178145a0c5ec,,,,can take existing code and improve or extend its functionality,,,,,,skill,core,,0,0,1,,0,1,,1,0,
1062c4a2-8d1d-40bf-96f0-c88fb3e624f6,,,,extract variable,,,,,,,,,0,0,0,,0,0,,0,0,
3dfec2d5-63bd-4274-a574-6aedc365f181,,,,extract constant,,,,,,,,,0,0,0,,0,0,,0,0,
f593f650-b89b-4443-b13f-e7f11dc33065,,,,extract method,,,,,,,,,0,0,0,,0,0,,0,0,
8c68f92f-26ee-4732-a151-918331058b10,,,,pull method up,,,,,,,,,0,0,0,,0,0,,0,0,
ca915cdb-b127-4468-9719-9992e89c9cd4,,,,push method down,,,,,,,,,0,0,0,,0,0,,0,0,
dba08db2-52e4-41c6-8f41-93692abb1213,,,,extract class,,,,,,,,,0,0,0,,0,0,,0,0,
a51cd7bb-fa2a-4609-bf57-f618a2f68b2d,,,,rename,,,,,,,,,0,0,0,,0,0,,0,0,
3fcd05d5-2cf8-4624-983b-ba56c6427768,,,,refactors code regularly,,,,,,habit,core,,0,0,0,,0,1,,1,0,
46d47ce6-3d20-43ef-8966-836672376bc5,,,,can participate in a discussion about a major codebase refactor,,,,,,skill,core,,0,0,1,,0,1,,1,0,
329bc249-987a-47a4-87f5-03029aa4af0d,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
c99ceb98-59e3-4bd9-8583-3ea79a5c7607,S,,,pair programming,,,,,,,,,0,0,0,,0,0,,0,0,
76b9e990-d2ec-4535-b0d6-1d1d67d8ace8,,,,can explain what pair programming is,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
d1ab3145-7722-4bfb-bd01-2784ff46c04a,,,,can explain benefits/tradeoffs of pair programming,,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
18cefd60-fc31-4907-b137-bc16e8e3ca44,,,,TODO: good pair programming skills,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ca4be594-4a94-4b31-8f0e-f45ea59b6e33,S,,,testing,,,,,,, , ,0,0,0,,0,0,,0,0,
891272e9-8abf-4a36-9a09-35dbb85576aa,,,,can list and explain the differences between common levels of testing,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
fc95671a-1a78-4639-9283-534cc5e8bf67,,,,,automated testing,,,,,,,,0,0,0,,0,0,,0,0,
f7884dcb-be7b-42f4-9841-20a47baf735c,,,,,"can explain automated testing, it's purpose, benefits/tradeoffs",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
9412a3ed-dbb6-4d7d-90c8-f00596ced2c3,,,,,"can identify various levels of testing, explain each, and benefits/tradeoffs",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
10a2e808-9c54-4b92-b9bf-ed4ab0b5d66c,,,,,can set up an automated testing system,,,,,skill,core,,0,0,1,,0,1,,1,0,
b9dde6c0-938a-40ed-a4f0-2d0d7e9a4537,,,,,writes automated tests,,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
aa70d972-2696-4e04-9b43-5e68adc58bc7,,,,,testing principles,,,,,,,,0,0,0,,0,0,,0,0,
89c57668-391e-444a-8a41-06c3e5cfb451,,,,,can explain outside-in development,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
4c2918d3-0e40-4847-b257-548fe34f27cb,,,,,can explain decoupling,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
ef1c9522-61af-4255-9565-6aef35b161fc,,,,,"can explain why to test only public interfaces, not implementation details",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
62943672-674e-47f6-b5e2-462bf455d532,,,,,"can list and explain characteristics of bad tests (long setup code, duplication, long running time, coupling, fragility)",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
4956120e-25f2-4087-a8a8-e7314e02eb03,,,,,can write tests following good principles,,,,,skill,core,,0,0,1,,0,1,,1,0,
f7a9038c-0ff4-41a8-a003-8f0803163a13,,,,,writes tests following good principles,,,,,habit,ideal,,0,0,0,,0,1,,1,0,
fa549b30-e094-446d-921d-25cca7977ce1,,,,,"writes tests for public interfaces, not implementation details",,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
8f62186d-da7d-4bd9-88ff-548ccb15c8c0,,,,,mocks and stubs,,,,,,,,0,0,0,,0,0,,0,0,
1a5cb5af-9887-4122-9615-935b9f462b27,,,,,can explain purpose of mocks and stubs,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
141c5a3e-ba63-40f6-8cb1-dfd1a3b5421c,,,,,can give examples of when to use mocks and stubs,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
b9e7da37-427a-4012-8c1b-b28b8d90b958,,,,,can use mocks and stubs,,,,,skill,core,,0,0,1,,0,1,,1,0,
51350555-49af-4bee-aeb5-94ae39429f7e,,,,,uses mocks and stubs,,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
6c2df358-20e3-4aac-9ffe-4f9e328a209f,,,,,unit testing,,,,,,,,0,0,0,,0,0,,0,0,
cc37b62a-a830-4378-9aba-d7fe89b78908,,,,,can explain unit testing,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
8cab6f43-44ae-4c9d-9f90-6fa9c47b1c12,,,,,can explain benefits/tradeoffs of unit testing,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
ffba1874-7bd2-4f78-b448-283fe2bf1ddf,,,,,can write unit tests,,,,,skill,core,,0,0,1,,0,1,,1,0,
051cebd2-a1ee-478f-9987-729b63ed0eb6,,,,,writes unit tests,,,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
65a518e5-0f57-4ac4-926a-ec95900f75b9,,,,,integration testing,,,,,,,,0,0,0,,0,0,,0,0,
35cd9209-b416-482a-95a7-cddea07fac1f,,,,,can explain integration testing,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
0eb9af7a-00ae-45a7-a2ea-c816d9c06732,,,,,can explain benefits/tradeoffs of integration testing,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
650788fa-4870-4859-8778-4587e58a83b8,,,,,can write integration tests,,,,,skill,ideal,,0,0,0,,0,1,,1,0,
99c99ec3-956a-4ac5-96ed-02cf4a1228df,,,,,writes integration tests,,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
7229e32e-e194-4dab-afc0-6033068da832,,,,,functional testing (aka end-to-end testing),,,,,,,,0,0,0,,0,0,,0,0,
0415cc2a-163d-4995-a1f4-aa37f1d6a351,,,,,can explain functional testing,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
90052288-83cb-4bef-bd6b-a2263248dc50,,,,,can explain benefits/tradeoffs of functional testing,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
749606bd-5489-4698-b1e5-65ffd422d84e,,,,,can write functional tests,,,,,skill,ideal,,0,0,0,,0,1,,1,0,
4c57782d-ae43-4f4b-ac2f-516d257b3878,,,,,writes functional tests,,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
36cda412-1706-4e14-8714-847a4a5c5e9e,,,,,TDD,,,,,,,,0,0,0,,0,0,,0,0,
e54d4700-2a4e-4051-82b7-a63cf75a274b,,,,,"can explain TDD (test first, red/green/refactor cycle, minimal tests, minimal code)",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
32d80083-631d-4548-ba7a-2dd23bf831fb,,,,,can explain benefits/tradeoffs of TDD,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
b1433739-6d4d-42a5-960f-863f5d92efbf,,,,,can follow TDD process,,,,,skill,core,,0,0,1,,0,1,,1,0,
6791f311-bdd6-4d3f-84e4-e64fff8cfbfd,,,,,follows TDD process,,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
16cbc385-682c-4601-9305-e7e887215b43,,,,,BDD,,,,,,,,0,0,0,,0,0,,0,0,
8f32e753-ba6b-436f-ae39-670057733d4c,,,,,can explain BDD,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
48200016-09fa-4459-8536-7088d3e4338d,,,,,can explain difference between tests from a technical and from stakeholders POV,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
90f19a43-9b82-49c4-ae45-16d8621124b3,,,,,"can write tests following BDD style (given, when, then; stakeholder terminology)",,,,,skill,ideal,,0,0,0,,0,1,,1,0,
01833b96-1b6c-4045-a3d0-6675cb11d30e,,,,,writes BDD tests,,,,,habit,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
905a4937-b0f9-4636-af46-e9be1dd0059a,,,,caniuse.com,,,,,,,,,0,0,0,,0,0,,0,0,
2b6fa8f8-9b39-4e84-b058-35149c29aa59,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f32404ec-dc1a-4149-878e-1d98835e35df,S,,,build automation,,,,,,,,,0,0,0,,0,0,,0,0,
c354dfd1-fa80-41e1-8f83-0ada825c1480,,,,can explain what is meant by build automation and why it is done,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
577f5b9d-ae59-4605-afc8-d5fd17202569,,,,can setup a script to build their system,,,,,,skill,core,,0,0,1,,0,1,,1,0,
492e7188-e1bc-407c-8387-30d5ccf788f7,,,,scripts automation tasks using industry standard tooling,,,,,,habit,core,,0,0,0,,0,1,,1,0,
c85588e5-1be5-4144-ba05-7ec29cf00284,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
27433e2c-65a9-411c-98d1-40a756f8f2cc,S,,,automated deployment,,,,,,,,,0,0,0,,0,0,,0,0,
e4a0829d-3ee9-416a-ab40-2ffdbae9f7d6,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
b054a80f-eabd-4fa3-a921-13fc0c79826f,S,,,project management,,,,"TODO: review this section wrt ""project management"" in the career section",,,,,0,0,0,,0,0,,0,0,
18390cdd-007f-49b0-9cde-404b5507de3a,,,,ability to break down problem into tasks,,,,,,,,,0,0,0,,0,0,,0,0,
0860f272-90f6-44af-9623-5dc68ac28c9a,,,,can use various tools (kanban),,,,,,,,,0,0,0,,0,0,,0,0,
6710d02b-045e-491e-be75-0dffe35dafab,,,,can prioritize tasks,,,,,,,,,0,0,0,,0,0,,0,0,
e5bd8bf5-eece-4e70-ae84-bd273c6f01c2,,,,can write descriptions for tasks clearly,,,,,,,,,0,0,0,,0,0,,0,0,
eddfedc3-5b3c-47d4-94f1-b6ea589107fe,,,,able to translate descriptions into technical tasks,,,,,,,,,0,0,0,,0,0,,0,0,
bb18e6e6-4a3e-4cbe-ac54-02ec3758efcc,,,,can identify and clarify customer requirements,,,,,,,,,0,0,0,,0,0,,0,0,
d5aade2c-81ab-4bad-80a5-ebe7d80f8b08,,,,scoping,,,,,,,,,0,0,0,,0,0,,0,0,
284198c6-f703-4da2-b5de-4301b4521311,,,,user stories,,,,,,,,,0,0,0,,0,0,,0,0,
ee024857-82ab-495d-9d05-ba5b71699805,,,,"SMART goals (Specific, Measurable, Achievable, Relevant, Timeboxed)",,,,,,,,,0,0,0,,0,0,,0,0,
f5fcf178-30f5-41a0-ba75-e58ffb7e4d33,,,,can explain difference between functional and non-functional requirements,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
0dd63942-08fc-48a3-bd7a-dbdf26a217ef,,,,"can identify types of non-functional requirements (testability, scalability, maintainability, usability, performance, security)",,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
c4d62308-a84f-418b-8e45-6a54cd980a50,,,,can give examples for different types of non-functional requirements,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
ec3f80ab-3d6c-44ca-9a28-53146681bdac,,,,can explain the difference between vertical and horizontonal team organization ,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
6ceffa3e-5907-4f48-9f25-1e589a46a150,,,,bug/fault tracking,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
29ebe711-bfad-408e-b786-49b6fdf49b52,,,,,estimates / software timescale estimation,,,,,,,,0,0,0,,0,0,,0,0,
5044f355-915b-4dbb-8ff1-40fd7246b738,,,,,"can explain what software timescale estimation is, purpose",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
0428e467-b48e-4e14-a76f-7e29f69edd75,,,,,can explain why software timescale estimation is difficult,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
e5a57608-d7c1-4e47-944c-69b7ca51e971,,,,,gantt,,,,,,,,0,0,0,,0,0,,0,0,
588978c7-22c2-441e-aff5-b94c92b0efa9,,,,,critical path,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ca556466-cdd6-4c2f-adf6-c7d2d47b89eb,,,,,,PERT,,,,,,,0,0,0,,0,0,,0,0,
4507343e-71fa-41e4-90c8-237e7499e01c,,,,,,can explain PERT and its benefits,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
e361accc-5c6b-4939-8657-ed8b95d37fb7,,,,,,"can provide optimal, nominal and pessimistic estimates for tasks",,,,skill,extra,,0,0,0,,0,0,,0,0,
f4579f3a-3206-4493-a437-5f3c86e6e5b4,,,,,,can calculate the expected duration and standard deviation for a single task based on ONP estimates,,,,skill,extra,,0,0,0,,0,0,,0,0,
800ceb7d-a6e8-4c1f-aabb-633cd7d68a49,,,,,,can calculate the expected duration and standard deviations of a combination of tasks,,,,skill,extra,,0,0,0,,0,0,,0,0,
8071051f-7ea4-49f9-bdd6-edf830ab423d,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
fb5b8daf-f90c-43bf-a608-359899f7d3ac,,,,,,planning poker,,,,,,,0,0,0,,0,0,,0,0,
d3fbcea7-e442-4740-86b5-7053a6e40da0,,,,,,"can explain the process of planning poker (discuss, vote, discuss or continue)",,,,knowledge,extra,,0,0,0,,0,0,,0,0,
e1a3c9af-f2d7-4371-b379-fff3714014f9,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
4c6e277f-fc97-46db-bb05-09ae777d04d4,,,,,,affinity estimation,,,,,,,0,0,0,,0,0,,0,0,
a7dbd9f9-b889-4fb2-adf4-bcb6957c7ae3,,,,,,"can explain the process of affinity estimation (sort tasks, discuss, finalize sort)",,,,knowledge,extra,,0,0,0,,0,0,,0,0,
c4627bb4-1d1b-43a2-891f-e5d040f2915e,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
35b6bb57-0648-4d54-8bc1-49adbb5b7cc7,,,,software development lifecycle,,,,,,,,,0,0,0,,0,0,,0,0,
29277865-8c1d-4692-9c0b-4c330a69f5f8,,,,"can explain what is meant by ""software development lifecycle""",,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
8871f693-ca6f-4bcc-bf74-5afdee02bee2,,,,"can list various software development lifecycles (waterfall, XP, scrum), and can explain benefits/differences/tradeoffs",,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
80d536fc-a746-43d0-ba99-c421a26917a8,,,,,waterfall,,,,,,,,0,0,0,,0,0,,0,0,
45cc79c4-e353-4cc4-b230-d9ba113e146a,,,,,"can identify and explain stages of waterfall process (requirements, design, implementation, integration and testing, maintenance)",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
6e29084f-7047-4356-8901-d5e01ba4dc84,,,,,can explain issues with waterfall process,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
46c7cfbd-224b-44b9-a998-e45794a12832,,,,,can follow the waterfall process,,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,spiral,,,,,,,,,,,,,,,,,
,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,,,,,,,,,,
f6ba284d-147d-4dc9-a132-ef8f41e526d2,,,,,agile,,,,,,,,0,0,0,,0,0,,0,0,
96edca79-f681-4b6e-90dd-a87897c6100f,,,,,can explain the main components of the agile manifesto,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
74f38fd5-3f05-4ad9-9d9b-c6cb376e3dc3,,,,,can explain issues agile is meant to address,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
2e9b193e-b370-424d-9434-a264bcfedf98,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,scrum,,,,,,,,,,,,,,,,
,,,,,,can explain difference between agile and scrum,,,,knowledge,ideal,,,,,,,,,,,
857261fa-50fa-4ad7-ab5e-828e926f049a,,,,,,"can list and explain elements of agile (backlogs, tdd, integration, pairing etc.)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
764d6c39-a3f2-444b-8136-012360dfc951,,,,,,can follow scrum,,,,skill,ideal,,0,0,0,,0,1,,1,0,
b7368504-45d6-45ce-bccc-daf94c358247,,,,,,follows scrum,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,planning game,,,,,,,,,,,,,,,
,,,,,,,sprint,,,,,,,,,,,,,,,
,,,,,,,backlog,,,,,,,,,,,,,,,
,,,,,,,burndown-chart,,,,,,,,,,,,,,,
,,,,,,,spike,,,,,,,,,,,,,,,
,,,,,,,scrum-master,,,,,,,,,,,,,,,
,,,,,,,product-owner,,,,,,,,,,,,,,,
,,,,,,,user-story,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
5a779cf5-6897-4628-93ee-2a8b35ff5950,,,,,,,stand-up,,,,,,0,0,0,,0,0,,0,0,
af0bd500-544e-415e-b86d-750417db9a53,,,,,,,"can explain what a stand-up is and core questions (progress, plans, blocks)",,,knowledge,,,1,0,0,,0,0,,0,0,
7c6a889e-1cc5-4ab2-b670-a39aad6c4f68,,,,,,,"when participating in a standup, only speaks to the 3-core questions",,,habit,,,0,0,0,,0,1,,1,0,
cf3245c0-f95f-4776-a408-995787bd43a2,,,,,,,can run a stand-up,,,skill,,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
b03ba51c-5885-4a49-bf86-6711342937fb,,,,,,,retro,,,,,,0,0,0,,0,0,,0,0,
b446cc77-49f7-40b0-9e52-0eb6abedd960,,,,,,,can explain what a retro is,,,knowledge,,,1,0,0,,0,0,,0,0,
cd7335f7-4fa9-4186-b428-8cfbc4a22f0f,,,,,,,can run a retro,,,skill,,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,scrumban,,,,,,,,,,,,,,,,
,,,,,,TODO,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,xp,,,,,,,,,,,,,,,,
,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,,,,,,,,,,
282d996c-7d67-40af-aa3d-cd6fa6491304,,,,code reviews,,,,,,,,,0,0,0,,0,0,,0,0,
037762d8-f321-436b-ad2f-4e1ccbb573eb,,,,can explain code reviews,,,,,,knowledge,,,1,0,0,,0,0,,0,0,
ad8458e4-2b41-41ca-8b45-0bb858340514,,,,can explain purpose and benefits of code reviews,,,,,,knowledge,,,1,0,0,,0,0,,0,0,
cdbd2ef1-696c-4e15-9825-ea60264922b9,,,,can code review others work,,,,,,skill,,,0,0,0,,0,1,,1,0,
47b4b575-d345-4efb-a5aa-a8677ff8672c,,,,TODO what makes a good code review,,,,,,,,,0,0,0,,0,0,,0,0,
bcbe8d48-4c9a-4377-afc9-cce25c800729,,,,"can identify: incorrect coding style, bad application of design patterns, incorrect language idioms",,,,,,,,,0,0,0,,0,0,,0,0,
5da5e02d-2023-45e1-9987-fc24aaa0667d,,,,"can comment on structural design: breakdown of functionality into classes/namespaces/files, good tests ",,,,,,,,,0,0,0,,0,0,,0,0,
e65ff4dc-c6d4-49a5-90f9-af7570735070,,,,"impersonal / objective (comments on code, not coder)",,,,,,,,,0,0,0,,0,0,,0,0,
97e0a899-7bc1-4ecb-8a5c-6f9739d638ed,,,,open-minded,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ee424d8b-538c-4e29-b357-9236ca7485ec,,,,tool evaluation,,,,,,,,,0,0,0,,0,0,,0,0,
b4d37656-2943-4b49-981a-1cd1300ac80a,,,,is aware of tools and best practices in their ecosystem,,,,,,knowledge,,,1,0,0,,0,0,,0,0,
be00771e-883e-435c-9bb5-693cb79eb297,,,,is able to assess tools and libraries for the appropriate fit,,,,,,skill,,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
bb06a7ee-0703-45d7-9746-6242deed8fc6,C,,THE WEB PLATFORM,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
0462e6a4-6ba5-4a97-9859-407421ef33a9,S,,,internet,,,,,,,,,0,0,0,,0,0,,0,0,
1357fed9-b21b-4d2d-929b-c2392d29b97d,,,,can explain what happens when 'submit a search in google',,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
6add9773-8371-4b57-940a-4619fb8616fe,,,,OSI Model,,,,,,,,,0,0,0,,0,0,,0,0,
322c096b-2eb5-498d-a3fd-385bdc50c9aa,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
2e45f82d-1746-46be-8dcd-78a9b916a35e,,,,,HTTP,,,,,,,,0,0,0,,0,0,,0,0,
64904ce0-59bb-4594-a00d-eebac5b66f95,,,,,can explain the role that HTTP plays in the web stack,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
4e224ebc-9170-429f-b203-3f1c6085dd6b,,,,,can explain the HTTP protocol and a basic HTTP transaction ,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
b3c1679c-512c-4df2-9c39-30250ea04ede,,,,,can explain how a HTTP redirect works and when it could be used,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
3576befe-53c6-4b27-a6e7-1b7ab484ce3a,,,,,can explain what is meant by HTTP being a  'stateless protocol' and its implications wrt. development,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
903cc861-0604-419f-b25d-52801ae799b6,,,,,,requests,,,,,,,0,0,0,,0,0,,0,0,
214f0587-1f1b-47a2-841b-28de79fe66de,,,,,,can write code to make an HTTP request,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
59ecff76-1fae-460e-a452-fe26dcd8be56,,,,,,,URLs,,,,,,0,0,0,,0,0,,0,0,
86534a62-b3c5-4596-b11f-7674b92f3a18,,,,,,,can explain what a URL is and what it is used for,,,knowledge,core,,1,1,0,,1,0,,0,1,
356b3093-a74b-4d99-8fbd-365c5a5c6852,,,,,,,"can list and explain the elements of a URL (protocol, domain, port, resource path, query parameters, anchor)",,,knowledge,core,,1,1,0,,1,0,,0,1,
d904e685-f420-4d0c-8c27-2571b47facb8,,,,,,,can explain what is meant by 'semantic urls',,,knowledge,ideal,,1,0,0,,0,0,,0,0,
94a1dd94-4d16-41f2-be71-f23b528fb1d1,,,,,,,creates semantic URLs in projects,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
8f01ca78-3b46-4160-bc04-a58723253396,,,,,,,headers,,,,,,0,0,0,,0,0,,0,0,
3ff7d38d-aee5-4e95-b3a7-92b0129b0ed0,,,,,,,"can list and explain the uses of commonly used HTTP request headers (User-Agent, Referer, Authorization)",,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
4f882cf3-709d-46a0-bc49-c81bc96542c7,,,,,,,methods (verbs),,,,,,0,0,0,,0,0,,0,0,
9bdeee3e-0754-4440-a7b6-81063b7b6674,,,,,,,can explain differences between GET and POST and when each should be used,,,knowledge,core,,1,1,0,,1,0,,0,1,
c8cb980a-79d5-46d2-9b58-bb154320de8a,,,,,,,"can explain what events in a browser can create GET and POST requests (navigation bar, link, form, ajax)",,,knowledge,core,,1,1,0,,1,0,,0,1,
2f67604e-47a8-4285-ac7a-a79bbbc70da0,,,,,,,can identify which methods can be made natively vs. ones that can only be made via ajax (or method override hack),,,knowledge,core,,1,1,0,,1,0,,0,1,
76999747-bc1e-43cb-896e-354decc884d8,,,,,,,"can list other methods beyond GET and POST and their purpose (OPTIONS, HEAD, DELETE, PUT)",,,knowledge,core,,1,1,0,,1,0,,0,1,
d064a7c2-3110-40b3-a5d6-a861c26632f6,,,,,,,can explain when PUT vs POST should be used,,,knowledge,core,,1,1,0,,1,0,,0,1,
d9befbb0-eca7-4ece-808b-9ac20ae48641,,,,,,,can explain method safety / idempotence and which HTTP methods are idempotent/safe,,,knowledge,core,,1,1,0,,1,0,,0,1,
2df761c2-b640-4ff5-a90a-05ba8aa6f298,,,,,,,can explain implication of HTTP spec wrt. which methods should be used for different actions (ex. GET can be cached and crawled),,,knowledge,core,,1,1,0,,1,0,,0,1,
fab09b67-7a50-4a47-a177-3edeb56c752e,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
287a63c8-84da-40ee-8a9f-3aa9a8b68ef5,,,,,,responses,,,,,,,0,0,0,,0,0,,0,0,
2903ee80-4e33-4e33-a673-5fbe7437070f,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
edc94889-8720-42e9-9da9-270afdf97473,,,,,,,status codes,,,,,,0,0,0,,0,0,,0,0,
7cf0a1e6-4d10-4026-80e7-1736f422e375,,,,,,,can list common HTTP status codes and when each should be used,,,knowledge,core,,1,1,0,,1,0,,0,1,
26a8bfa2-830c-4a94-858b-9d08f541c3a0,,,,,,,can return specific status codes in an HTTP server,,,skill,core,,0,0,1,,0,1,,1,0,
757bb68f-346a-4f34-ad2e-ce6b72bc4569,,,,,,,writes HTTP servers that return appropriate HTTP status codes,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
06fb17c0-eefc-4573-8a09-c981fc69972b,,,,,,,headers,,,,,,0,0,0,,0,0,,0,0,
ce92f0a3-f2d7-431b-b46c-8fc56bc20552,,,,,,,"can list and explain the uses of commonly used HTTP response headers (Location, Server, Content-length, Content-type, Content-encoding, Expires, Last-modified)",,,knowledge,core,,1,1,0,,1,0,,0,1,
a4e3d7af-2314-45a7-95c8-8c4127cf1dc3,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
48af8dab-c14d-48d6-9766-482999f71280,,,,,,media types,,,,,,,0,0,0,,0,0,,0,0,
